"","x"
"1",8.11920482718247e-09
"2",1.5195955590467e-07
"3",1.42133135378964e-06
"4",8.85837554401732e-06
"5",4.13863078372274e-05
"6",0.000154607920434449
"7",0.000481069596716788
"8",0.00128238829964312
"9",0.0029896571092343
"10",0.00619231054150467
"11",0.0115374148876637
"12",0.0195323016962978
"13",0.030296431885787
"14",0.0433559825912842
"15",0.057584206534397
"16",0.0713470292052438
"17",0.0828325335626795
"18",0.0904645055642895
"19",0.0932637653497084
"20",0.0910432005946756
"21",0.0843891318241462
"22",0.0744589550064746
"23",0.062679362763342
"24",0.0504437710716124
"25",0.0388854828428605
"26",0.0287619912528721
"27",0.020445475913475
"28",0.0139883062106077
"29",0.00922398752385528
"30",0.00586964913922205
"31",0.00360879351575623
"32",0.00214610560295523
"33",0.00123575207540751
"34",0.000689647275828968
"35",0.000373367911283596
"36",0.000196262344126527
"37",0.000100249348275413
"38",4.97973049987396e-05
"39",2.40728253450594e-05
"40",1.13330285607314e-05
"41",5.19933868012897e-06
"42",2.32597394117238e-06
"43",1.01525354065407e-06
"44",4.32616686803125e-07
"45",1.80063604025256e-07
"46",7.3243113485505e-08
"47",2.91299842470712e-08
"48",1.13331718318581e-08
"49",4.31516097745408e-09
"50",1.60866368304044e-09
"51",5.87404196317377e-10
"52",2.10177393710935e-10
"53",7.37189295083223e-11
"54",2.53557595884566e-11
"55",8.55526249732761e-12
"56",2.83268320805325e-12
"57",9.20691447801393e-13
"58",2.93846171221177e-13
"59",9.21190319878611e-14
"60",2.83746884586594e-14
"61",8.58993562587298e-15
"62",2.5565031160413e-15
"63",7.48198732778938e-16
"64",2.15384632660578e-16
"65",6.10026754831902e-17
"66",1.70029939994708e-17
"67",4.66494961797419e-18
"68",1.26012360516651e-18
"69",3.35212813107219e-19
"70",8.78341017582224e-20
"71",2.26741972501916e-20
"72",5.76786919746182e-21
"73",1.44610442989053e-21
"74",3.57411356880592e-22
"75",8.70969336629048e-23
"76",2.09306351398351e-23
"77",4.96116956816104e-24
"78",1.16006663447055e-24
"79",2.67640689328315e-25
"80",6.09344582239672e-26
"81",1.36925663572915e-26
"82",3.03728528741402e-27
"83",6.6516782102101e-28
"84",1.43842182473782e-28
"85",3.07194625303631e-29
"86",6.47999564984171e-30
"87",1.35029781123616e-30
"88",2.77994860472403e-31
"89",5.65527316030564e-32
"90",1.13693592771064e-32
"91",2.25911682759892e-33
"92",4.43726317698435e-34
"93",8.61624046953874e-35
"94",1.65423709473599e-35
"95",3.14054569663802e-36
"96",5.89642705633191e-37
"97",1.09495734100684e-37
"98",2.0113003616773e-38
"99",3.6548887875358e-39
"100",6.57103842688554e-40
"101",1.16896267967771e-40
"102",2.05786743925075e-41
"103",3.58530998693402e-42
"104",6.18258671778174e-43
"105",1.05533108471607e-43
"106",1.78329128303472e-44
"107",2.98339088169533e-45
"108",4.94186499989968e-46
"109",8.10591897123222e-47
"110",1.31668356458494e-47
"111",2.11818935202587e-48
"112",3.37511152723609e-49
"113",5.3270477023471e-50
"114",8.32903437706383e-51
"115",1.29016788065067e-51
"116",1.98004288270219e-52
"117",3.01101198171194e-53
"118",4.53724303585203e-54
"119",6.77555504308344e-55
"120",1.00277167426131e-55
"121",1.47093719373234e-56
"122",2.13870621174602e-57
"123",3.08249657381983e-58
"124",4.40430717968852e-59
"125",6.23885239988294e-60
"126",8.76217765741034e-61
"127",1.22018955688173e-61
"128",1.68491381669726e-62
"129",2.30722538667272e-63
"130",3.13321847051449e-64
"131",4.21993377600411e-65
"132",5.63716139080177e-66
"133",7.46930788173767e-67
"134",9.81725596480945e-68
"135",1.28001233963175e-68
"136",1.65568056002149e-69
"137",2.12471654477865e-70
"138",2.70527153485291e-71
"139",3.41766234633601e-72
"140",4.2842869632816e-73
"141",5.32943797429576e-74
"142",6.57899817595172e-75
"143",8.0600054169596e-76
"144",9.80007790699529e-77
"145",1.18266967770263e-77
"146",1.4166349564001e-78
"147",1.68435462953595e-79
"148",1.98797286398434e-80
"149",2.32921017257296e-81
"150",2.70924271605151e-82
"151",3.1285823898732e-83
"152",3.58696302434547e-84
"153",4.08323847902099e-85
"154",4.61529859511261e-86
"155",5.18000883709934e-87
"156",5.77317897711944e-88
"157",6.38956534465965e-89
"158",7.0229099946094e-90
"159",7.66601867901494e-91
"160",8.31087780602257e-92
"161",8.94880871902747e-93
"162",9.57065573196148e-94
"163",1.01670025250704e-94
"164",1.07284098539974e-95
"165",1.12456661622245e-96
"166",1.17100417076141e-97
"167",1.21135362911647e-98
"168",1.24491106558948e-99
"169",1.27108921202747e-100
"170",1.28943460049507e-101
"171",1.29964058524814e-102
"172",1.30155572473695e-103
"173",1.29518721143742e-104
"174",1.2806992587474e-105
"175",1.25840657728512e-106
"176",1.22876328511021e-107
"177",1.19234778605995e-108
"178",1.14984430770277e-109
"179",1.10202190785233e-110
"180",1.04971183140671e-111
"181",9.9378412566341e-113
"182",9.35124403304763e-114
"183",8.74611581696264e-115
"184",8.13097330985783e-116
"185",7.51387839415212e-117
"186",6.9022836100531e-118
"187",6.30290857507432e-119
"188",5.72164892177853e-120
"189",5.16351785701241e-121
"190",4.6326191143707e-122
"191",4.13214893525779e-123
"192",3.66442381002858e-124
"193",3.23093005914052e-125
"194",2.83239093823655e-126
"195",2.46884679900633e-127
"196",2.1397439057505e-128
"197",1.84402776290413e-129
"198",1.58023721261659e-130
"199",1.34659607243648e-131
"200",1.14109966004914e-132
"201",9.61594156373886e-134
"202",8.05847356222813e-135
"203",6.71609919071281e-136
"204",5.56666739747089e-137
"205",4.58878495160482e-138
"206",3.76213780110236e-139
"207",3.06772519991377e-140
"208",2.48801543016663e-141
"209",2.0070331527218e-142
"210",1.61038897214282e-143
"211",1.28526180435206e-144
"212",1.02034419798314e-145
"213",8.05759994686695e-147
"214",6.32962723935484e-148
"215",4.94622007790625e-149
"216",3.84504080422861e-150
"217",2.97351370541721e-151
"218",2.28765001550772e-152
"219",1.75093068972506e-153
"220",1.33326679186999e-154
"221",1.01004988393988e-155
"222",7.61298675139794e-157
"223",5.70903321791557e-158
"224",4.25965068342461e-159
"225",3.16226249756538e-160
"226",2.33583888149356e-161
"227",1.71679058851729e-162
"228",1.25553725662054e-163
"229",9.13667160043928e-165
"230",6.61608037932831e-166
"231",4.76733883679061e-167
"232",3.41839172984964e-168
"233",2.43919319334541e-169
"234",1.73203658590559e-170
"235",1.22394605206438e-171
"236",8.60735341051393e-173
"237",6.02402636782586e-174
"238",4.19586610836987e-175
"239",2.9085832501981e-176
"240",2.00666106519989e-177
"241",1.37786497558214e-178
"242",9.41644140611276e-180
"243",6.40503937820466e-181
"244",4.33629603647896e-182
"245",2.92203478104955e-183
"246",1.95987480793577e-184
"247",1.30844317609705e-185
"248",8.69504881746144e-187
"249",5.75157493246074e-188
"250",3.78709377614801e-189
"251",2.48219970113862e-190
"252",1.61951721391047e-191
"253",1.05186343774315e-192
"254",6.8008749428198e-194
"255",4.37732204743497e-195
"256",2.80476888482127e-196
"257",1.7891101070965e-197
"258",1.1361481057277e-198
"259",7.18285587230829e-200
"260",4.52095371789035e-201
"261",2.83295715587681e-202
"262",1.76739356651748e-203
"263",1.09778194254451e-204
"264",6.78882523425196e-206
"265",4.17998807316246e-207
"266",2.56249727252387e-208
"267",1.56410453998048e-209
"268",9.50578813908105e-211
"269",5.75223236986492e-212
"270",3.46590417874821e-213
"271",2.07938246676417e-214
"272",1.24221197703891e-215
"273",7.38935146683921e-217
"274",4.37695354494697e-218
"275",2.58165517541284e-219
"276",1.51631996809009e-220
"277",8.86860666564782e-222
"278",5.16532210024901e-223
"279",2.99586619424819e-224
"280",1.73035765473709e-225
"281",9.95275331182123e-227
"282",5.70098487925221e-228
"283",3.25207969492566e-229
"284",1.84749140269264e-230
"285",1.04524693685363e-231
